Combinación de Características;Puntaje R^2; alcohol; chlorides; citric acid; density; free sulfur dioxide; pH; residual sugar; sulphates; total sulfur dioxide;volatile acidity
fixed acidity, volatile acidity, chlorides, free sulfur dioxide, total sulfur dioxide, pH, alcohol;0,413471793;;;;;;;;;;
fixed acidity, citric acid, free sulfur dioxide, total sulfur dioxide, density, alcohol;0,413182969;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, free sulfur dioxide, alcohol;0,413133327;;;;;;;;;;
fixed acidity, citric acid, residual sugar, density, pH, sulphates;0,412900914;;;;;;;;;;
fixed acidity, citric acid, free sulfur dioxide, total sulfur dioxide, pH, sulphates;0,412782452;;;;;;;;;;
fixed acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, alcohol;0,41274522;;;;;;;;;;
fixed acidity, citric acid, free sulfur dioxide, density, pH, alcohol;0,412634655;;;;;;;;;;
volatile acidity, free sulfur dioxide, total sulfur dioxide, density, pH, alcohol;0,412389268;;;;;;;;;;
volatile acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, alcohol;0,412379114;;;;;;;;;;
volatile acidity, citric acid, chlorides, total sulfur dioxide, pH, alcohol;0,412182804;;;;;;;;;;
fixed acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, density, alcohol;0,411949263;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, free sulfur dioxide, density, pH, alcohol;0,411807671;;;;;;;;;;
volatile acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, sulphates;0,411641259;;;;;;;;;;
fixed acidity, citric acid, free sulfur dioxide, total sulfur dioxide, density, pH, alcohol;0,411561156;;;;;;;;;;
fixed acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, pH, sulphates;0,411475411;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, density, pH, alcohol;0,411051202;;;;;;;;;;
fixed acidity, residual sugar, free sulfur dioxide, total sulfur dioxide, pH, alcohol;0,411041048;;;;;;;;;;
fixed acidity, volatile acidity, chlorides, free sulfur dioxide, total sulfur dioxide, alcohol;0,410790583;;;;;;;;;;
fixed acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, alcohol;0,410489913;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, density, alcohol;0,410369194;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, density, sulphates;0,410196577;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, alcohol;0,40994442;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, pH, alcohol;0,409855855;;;;;;;;;;
citric acid, residual sugar, chlorides, density, pH, sulphates;0,409658981;;;;;;;;;;
fixed acidity, citric acid, residual sugar, free sulfur dioxide, density, pH, alcohol;0,409601442;;;;;;;;;;
fixed acidity, volatile acidity, chlorides, free sulfur dioxide, density, alcohol;0,409229694;;;;;;;;;;
volatile acidity, citric acid, chlorides, free sulfur dioxide, pH, alcohol;0,409213899;;;;;;;;;;
fixed acidity, free sulfur dioxide, total sulfur dioxide, density, pH, alcohol;0,408866972;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, pH, alcohol;0,40843148;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, density, alcohol;0,408395941;;;;;;;;;;
volatile acidity, residual sugar, chlorides, free sulfur dioxide, density, pH, alcohol;0,408253786;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, density, pH, alcohol;0,407863423;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, total sulfur dioxide, density, alcohol;0,407815473;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, free sulfur dioxide, sulphates;0,407813217;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, sulphates;0,407782191;;;;;;;;;;
volatile acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, pH, alcohol;0,40774778;;;;;;;;;;
fixed acidity, chlorides, total sulfur dioxide, density, pH, alcohol;0,407533983;;;;;;;;;;
volatile acidity, citric acid, chlorides, total sulfur dioxide, pH, sulphates;0,407404802;;;;;;;;;;
citric acid, free sulfur dioxide, total sulfur dioxide, density, pH, alcohol;0,407345007;;;;;;;;;;
volatile acidity, residual sugar, chlorides, total sulfur dioxide, pH, sulphates;0,407109209;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, total sulfur dioxide, pH, sulphates;0,407025157;;;;;;;;;;
fixed acidity, citric acid, residual sugar, free sulfur dioxide, density, alcohol;0,406888642;;;;;;;;;;
volatile acidity, chlorides, free sulfur dioxide, total sulfur dioxide, pH, alcohol;0,406304226;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, alcohol;0,406095505;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, alcohol;0,405676373;;;;;;;;;;
fixed acidity, citric acid, chlorides, total sulfur dioxide, density, alcohol;0,405419703;;;;;;;;;;
volatile acidity, residual sugar, free sulfur dioxide, total sulfur dioxide, density, alcohol;0,405334523;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, pH, sulphates;0,40496898;;;;;;;;;;
fixed acidity, residual sugar, free sulfur dioxide, total sulfur dioxide, density, pH, alcohol;0,404963339;;;;;;;;;;
fixed acidity, volatile acidity, chlorides, free sulfur dioxide, pH, sulphates;0,404820055;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, pH, sulphates;0,404718516;;;;;;;;;;
volatile acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, pH, sulphates;0,404269485;;;;;;;;;;
fixed acidity, citric acid, chlorides, total sulfur dioxide, pH, alcohol;0,404199536;;;;;;;;;;
fixed acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, pH, alcohol;0,404108714;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, total sulfur dioxide, pH, alcohol;0,40352599;;;;;;;;;;
fixed acidity, chlorides, free sulfur dioxide, total sulfur dioxide, density, alcohol;0,40300983;;;;;;;;;;
fixed acidity, citric acid, total sulfur dioxide, density, pH, alcohol;0,40299065;;;;;;;;;;
volatile acidity, residual sugar, chlorides, free sulfur dioxide, pH, sulphates;0,402764443;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, pH, alcohol;0,402387618;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, free sulfur dioxide, density, alcohol;0,40227536;;;;;;;;;;
volatile acidity, citric acid, free sulfur dioxide, total sulfur dioxide, pH, alcohol;0,401935203;;;;;;;;;;
residual sugar, free sulfur dioxide, total sulfur dioxide, density, pH, alcohol;0,401311298;;;;;;;;;;
fixed acidity, citric acid, residual sugar, total sulfur dioxide, density, alcohol;0,400831242;;;;;;;;;;
fixed acidity, volatile acidity, free sulfur dioxide, total sulfur dioxide, pH, alcohol;0,400703189;;;;;;;;;;
fixed acidity, citric acid, residual sugar, total sulfur dioxide, pH, sulphates;0,400649599;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, free sulfur dioxide, sulphates;0,400600521;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, free sulfur dioxide, pH, sulphates;0,400320723;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, pH, alcohol;0,400095644;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, free sulfur dioxide, pH, sulphates;0,399976053;;;;;;;;;;
volatile acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, pH, alcohol;0,39956933;;;;;;;;;;
volatile acidity, residual sugar, free sulfur dioxide, total sulfur dioxide, pH, sulphates;0,399094351;;;;;;;;;;
volatile acidity, residual sugar, total sulfur dioxide, density, pH, alcohol;0,398659423;;;;;;;;;;
citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, density, pH, alcohol;0,398444497;;;;;;;;;;
citric acid, residual sugar, chlorides, total sulfur dioxide, pH, sulphates;0,398263983;;;;;;;;;;
citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, density, alcohol;0,397583667;;;;;;;;;;
fixed acidity, residual sugar, chlorides, total sulfur dioxide, pH, sulphates;0,397529513;;;;;;;;;;
fixed acidity, chlorides, free sulfur dioxide, density, pH, alcohol;0,397449974;;;;;;;;;;
residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, alcohol;0,397372127;;;;;;;;;;
volatile acidity, residual sugar, free sulfur dioxide, total sulfur dioxide, pH, alcohol;0,397291459;;;;;;;;;;
residual sugar, chlorides, total sulfur dioxide, density, pH, alcohol;0,396148574;;;;;;;;;;
fixed acidity, volatile acidity, free sulfur dioxide, total sulfur dioxide, pH, sulphates;0,395911085;;;;;;;;;;
fixed acidity, residual sugar, chlorides, total sulfur dioxide, density, pH, alcohol;0,39548349;;;;;;;;;;
volatile acidity, citric acid, residual sugar, total sulfur dioxide, pH, alcohol;0,395400002;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, pH, alcohol;0,395169282;;;;;;;;;;
volatile acidity, residual sugar, chlorides, total sulfur dioxide, pH, alcohol;0,394924458;;;;;;;;;;
fixed acidity, citric acid, residual sugar, total sulfur dioxide, pH, alcohol;0,394911484;;;;;;;;;;
volatile acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, alcohol;0,394865227;;;;;;;;;;
volatile acidity, residual sugar, chlorides, density, pH, alcohol;0,39444553;;;;;;;;;;
citric acid, residual sugar, chlorides, total sulfur dioxide, pH, alcohol;0,394419581;;;;;;;;;;
volatile acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, alcohol;0,394264451;;;;;;;;;;
citric acid, chlorides, free sulfur dioxide, density, pH, alcohol;0,394064756;;;;;;;;;;
residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, pH, alcohol;0,393932191;;;;;;;;;;
fixed acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, density, alcohol;0,393861677;;;;;;;;;;
fixed acidity, citric acid, residual sugar, free sulfur dioxide, pH, alcohol;0,393804702;;;;;;;;;;
citric acid, residual sugar, free sulfur dioxide, density, pH, alcohol;0,393014386;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, pH, alcohol;0,392991257;;;;;;;;;;
fixed acidity, residual sugar, free sulfur dioxide, density, pH, alcohol;0,392823717;;;;;;;;;;
fixed acidity, residual sugar, free sulfur dioxide, total sulfur dioxide, density, alcohol;0,392802281;;;;;;;;;;
citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, alcohol;0,392524739;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, pH, alcohol;0,392514021;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, pH, sulphates;0,392488072;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, alcohol;0,392398379;;;;;;;;;;
fixed acidity, citric acid, residual sugar, total sulfur dioxide, density, pH, alcohol;0,391946528;;;;;;;;;;
fixed acidity, citric acid, chlorides, free sulfur dioxide, pH, sulphates;0,391289341;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, density, pH;0,391184981;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, total sulfur dioxide, pH, sulphates;0,390840874;;;;;;;;;;
fixed acidity, residual sugar, free sulfur dioxide, total sulfur dioxide, pH, sulphates;0,390813233;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, alcohol;0,390189893;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, density, pH, alcohol;0,389017675;;;;;;;;;;
citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, alcohol;0,388874391;;;;;;;;;;
citric acid, chlorides, total sulfur dioxide, density, pH, alcohol;0,388693876;;;;;;;;;;
citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, alcohol;0,388685415;;;;;;;;;;
volatile acidity, residual sugar, chlorides, total sulfur dioxide, density, alcohol;0,388493618;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, density;0,388393206;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, alcohol;0,38772925;;;;;;;;;;
fixed acidity, volatile acidity, chlorides, density, pH, alcohol;0,387689198;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, density, alcohol;0,387587659;;;;;;;;;;
volatile acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, density;0,387493453;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, sulphates;0,387308425;;;;;;;;;;
volatile acidity, residual sugar, chlorides, free sulfur dioxide, pH, alcohol;0,387117192;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, free sulfur dioxide, pH, sulphates;0,386600468;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, pH, alcohol;0,385699587;;;;;;;;;;
citric acid, residual sugar, chlorides, total sulfur dioxide, density, pH, alcohol;0,385506661;;;;;;;;;;
fixed acidity, residual sugar, chlorides, free sulfur dioxide, density, pH, alcohol;0,385357737;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, pH, sulphates;0,385218402;;;;;;;;;;
citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, pH, alcohol;0,385169888;;;;;;;;;;
citric acid, residual sugar, chlorides, free sulfur dioxide, density, alcohol;0,385051426;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, density, alcohol;0,384797577;;;;;;;;;;
fixed acidity, residual sugar, total sulfur dioxide, density, pH, alcohol;0,38479532;;;;;;;;;;
fixed acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, alcohol;0,384762038;;;;;;;;;;
fixed acidity, citric acid, chlorides, free sulfur dioxide, density, pH, alcohol;0,384649216;;;;;;;;;;
volatile acidity, citric acid, free sulfur dioxide, total sulfur dioxide, pH, sulphates;0,383227098;;;;;;;;;;
volatile acidity, citric acid, chlorides, free sulfur dioxide, pH, sulphates;0,383136276;;;;;;;;;;
fixed acidity, residual sugar, chlorides, free sulfur dioxide, pH, alcohol;0,383084378;;;;;;;;;;
fixed acidity, citric acid, chlorides, free sulfur dioxide, density, alcohol;0,382385447;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, pH, sulphates;0,382342011;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, pH, alcohol;0,382310985;;;;;;;;;;
citric acid, residual sugar, total sulfur dioxide, density, pH, alcohol;0,382083085;;;;;;;;;;
fixed acidity, citric acid, chlorides, free sulfur dioxide, pH, alcohol;0,380929482;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, pH, sulphates;0,380921585;;;;;;;;;;
citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, pH, alcohol;0,380389066;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, density, sulphates;0,378346992;;;;;;;;;;
fixed acidity, residual sugar, chlorides, density, pH, alcohol;0,378085246;;;;;;;;;;
volatile acidity, chlorides, free sulfur dioxide, total sulfur dioxide, density, alcohol;0,378056476;;;;;;;;;;
citric acid, residual sugar, chlorides, free sulfur dioxide, pH, alcohol;0,377637907;;;;;;;;;;
citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, alcohol;0,377287596;;;;;;;;;;
citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, pH, sulphates;0,377173646;;;;;;;;;;
volatile acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH;0,377022465;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density;0,376853796;;;;;;;;;;
volatile acidity, residual sugar, chlorides, free sulfur dioxide, density, alcohol;0,376491638;;;;;;;;;;
fixed acidity, residual sugar, chlorides, total sulfur dioxide, density, alcohol;0,376000863;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, total sulfur dioxide, density, pH;0,375939376;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH;0,37591117;;;;;;;;;;
volatile acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density;0,375763374;;;;;;;;;;
citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, density, alcohol;0,375010852;;;;;;;;;;
volatile acidity, citric acid, residual sugar, total sulfur dioxide, pH, sulphates;0,374871518;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, free sulfur dioxide, pH, sulphates;0,374556181;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, pH, sulphates;0,374393153;;;;;;;;;;
residual sugar, chlorides, free sulfur dioxide, density, pH, alcohol;0,374282024;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, density, pH, alcohol;0,373904071;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, free sulfur dioxide, density, pH;0,373662632;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH;0,373580272;;;;;;;;;;
citric acid, residual sugar, chlorides, total sulfur dioxide, density, alcohol;0,373084985;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, density, alcohol;0,372685596;;;;;;;;;;
citric acid, residual sugar, chlorides, free sulfur dioxide, pH, sulphates;0,37259139;;;;;;;;;;
citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, pH, alcohol;0,372303694;;;;;;;;;;
fixed acidity, volatile acidity, chlorides, total sulfur dioxide, density, pH;0,372047025;;;;;;;;;;
citric acid, residual sugar, chlorides, free sulfur dioxide, density, pH, alcohol;0,371799945;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, sulphates;0,371322145;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density;0,370353006;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, free sulfur dioxide, density, pH;0,369993669;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, free sulfur dioxide, total sulfur dioxide, density, pH;0,369749409;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH;0,368490883;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density;0,368444062;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, total sulfur dioxide, density;0,367352511;;;;;;;;;;
volatile acidity, citric acid, chlorides, total sulfur dioxide, density, pH;0,366276191;;;;;;;;;;
volatile acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, alcohol;0,366073676;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, density, pH;0,364770021;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, free sulfur dioxide, density;0,364635763;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, free sulfur dioxide, density, pH;0,363103079;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, density;0,362737537;;;;;;;;;;
volatile acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, density;0,362450405;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, total sulfur dioxide, density, pH;0,362369738;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, density, pH;0,361551216;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, density, pH;0,359448782;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, pH, sulphates;0,359011598;;;;;;;;;;
volatile acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH;0,358967033;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, total sulfur dioxide, density, pH;0,358490361;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, density, pH;0,358071228;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH;0,357540966;;;;;;;;;;
fixed acidity, volatile acidity, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH;0,35743717;;;;;;;;;;
fixed acidity, residual sugar, chlorides, free sulfur dioxide, density, alcohol;0,356395825;;;;;;;;;;
volatile acidity, residual sugar, chlorides, free sulfur dioxide, density, pH;0,355866691;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, density, alcohol;0,355353916;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, free sulfur dioxide, total sulfur dioxide, density, pH;0,355188632;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, total sulfur dioxide, density;0,354543292;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, free sulfur dioxide, total sulfur dioxide, density;0,354491394;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, free sulfur dioxide, density, pH;0,353828566;;;;;;;;;;
volatile acidity, citric acid, chlorides, free sulfur dioxide, density, pH;0,352955325;;;;;;;;;;
volatile acidity, residual sugar, chlorides, total sulfur dioxide, density, pH;0,3529463;;;;;;;;;;
fixed acidity, residual sugar, chlorides, free sulfur dioxide, pH, sulphates;0,352711066;;;;;;;;;;
volatile acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, density, pH;0,35266763;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, pH, alcohol;0,351818646;;;;;;;;;;
volatile acidity, citric acid, residual sugar, free sulfur dioxide, pH, sulphates;0,350580427;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, density;0,350155653;;;;;;;;;;
fixed acidity, citric acid, chlorides, density, pH, alcohol;0,349973446;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, density, pH;0,34899923;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, free sulfur dioxide, density;0,348595328;;;;;;;;;;
citric acid, residual sugar, chlorides, density, pH, alcohol;0,34804363;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, total sulfur dioxide, density;0,347375725;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, density;0,346228328;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, free sulfur dioxide, density, pH;0,346199558;;;;;;;;;;
volatile acidity, citric acid, residual sugar, total sulfur dioxide, density, pH;0,345145803;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, total sulfur dioxide, density, pH;0,344429949;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, density;0,344117432;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, density, pH;0,343434297;;;;;;;;;;
volatile acidity, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH;0,342143616;;;;;;;;;;
fixed acidity, citric acid, residual sugar, free sulfur dioxide, pH, sulphates;0,341971562;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, density, pH;0,341718278;;;;;;;;;;
fixed acidity, volatile acidity, chlorides, free sulfur dioxide, density, pH;0,340242569;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, density, pH;0,339847693;;;;;;;;;;
residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, alcohol;0,339119992;;;;;;;;;;
fixed acidity, citric acid, residual sugar, density, pH, alcohol;0,338971068;;;;;;;;;;
volatile acidity, residual sugar, free sulfur dioxide, total sulfur dioxide, density, pH;0,338303163;;;;;;;;;;
fixed acidity, volatile acidity, free sulfur dioxide, total sulfur dioxide, density, pH;0,337727772;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, total sulfur dioxide, density, pH;0,337633001;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, density;0,337189612;;;;;;;;;;
fixed acidity, volatile acidity, chlorides, free sulfur dioxide, total sulfur dioxide, density;0,336925609;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, free sulfur dioxide, total sulfur dioxide, density;0,336525092;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, density;0,336085651;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, density, pH;0,335268257;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, pH;0,334551839;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, free sulfur dioxide, density;0,333844446;;;;;;;;;;
volatile acidity, citric acid, free sulfur dioxide, total sulfur dioxide, density, pH;0,330665129;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide;0,329303935;;;;;;;;;;
citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH;0,329188856;;;;;;;;;;
volatile acidity, citric acid, residual sugar, free sulfur dioxide, density, pH;0,328555362;;;;;;;;;;
citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, density, pH;0,326455185;;;;;;;;;;
fixed acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, density, pH;0,326434877;;;;;;;;;;
fixed acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH;0,325524969;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide;0,324288443;;;;;;;;;;
fixed acidity, citric acid, chlorides, total sulfur dioxide, density, pH;0,323022583;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide;0,322582578;;;;;;;;;;
citric acid, residual sugar, chlorides, total sulfur dioxide, density, pH;0,321105741;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, pH;0,319753572;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, total sulfur dioxide;0,319313567;;;;;;;;;;
fixed acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, density;0,318686278;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, density, pH;0,318092272;;;;;;;;;;
volatile acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, pH;0,317383751;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, pH;0,316815129;;;;;;;;;;
residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH;0,316383022;;;;;;;;;;
citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH;0,315800861;;;;;;;;;;
fixed acidity, citric acid, free sulfur dioxide, total sulfur dioxide, density, pH;0,315799733;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide;0,315799733;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density;0,314380435;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, pH;0,310457623;;;;;;;;;;
